"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Faulkner County, AR"	"05045"	15	122227	12.3 (Unreliable)
	"Garland County, AR"	"05051"	23	97477	23.6
	"Lonoke County, AR"	"05085"	18	72228	24.9 (Unreliable)
	"Mississippi County, AR"	"05093"	10	42835	23.3 (Unreliable)
	"Pope County, AR"	"05115"	10	63779	15.7 (Unreliable)
	"Pulaski County, AR"	"05119"	55	393250	14.0
	"Saline County, AR"	"05125"	18	118703	15.2 (Unreliable)
	"Sebastian County, AR"	"05131"	25	127793	19.6
	"Washington County, AR"	"05143"	16	228049	7.0 (Unreliable)
	"White County, AR"	"05145"	13	79263	16.4 (Unreliable)
	"Alameda County, CA"	"06001"	163	1647704	9.9
	"Butte County, CA"	"06007"	73	226864	32.2
	"Contra Costa County, CA"	"06013"	122	1135127	10.7
	"El Dorado County, CA"	"06017"	42	185625	22.6
	"Fresno County, CA"	"06019"	144	979915	14.7
	"Humboldt County, CA"	"06023"	54	136646	39.5
	"Imperial County, CA"	"06025"	36	180883	19.9
	"Kern County, CA"	"06029"	205	884788	23.2
	"Kings County, CA"	"06031"	12	149785	8.0 (Unreliable)
	"Lake County, CA"	"06033"	18	64116	28.1 (Unreliable)
	"Lassen County, CA"	"06035"	12	30870	38.9 (Unreliable)
	"Los Angeles County, CA"	"06037"	821	10137915	8.1
	"Madera County, CA"	"06039"	18	154697	11.6 (Unreliable)
	"Marin County, CA"	"06041"	40	260651	15.3
	"Mendocino County, CA"	"06045"	29	87628	33.1
	"Merced County, CA"	"06047"	39	268672	14.5
	"Monterey County, CA"	"06053"	53	435232	12.2
	"Napa County, CA"	"06055"	11	142166	7.7 (Unreliable)
	"Nevada County, CA"	"06057"	17	99107	17.2 (Unreliable)
	"Orange County, CA"	"06059"	415	3172532	13.1
	"Placer County, CA"	"06061"	47	380531	12.4
	"Riverside County, CA"	"06065"	353	2387741	14.8
	"Sacramento County, CA"	"06067"	227	1514460	15.0
	"San Bernardino County, CA"	"06071"	94	2140096	4.4
	"San Diego County, CA"	"06073"	434	3317749	13.1
	"San Francisco County, CA"	"06075"	186	870887	21.4
	"San Joaquin County, CA"	"06077"	108	733709	14.7
	"San Luis Obispo County, CA"	"06079"	45	282887	15.9
	"San Mateo County, CA"	"06081"	50	764797	6.5
	"Santa Barbara County, CA"	"06083"	68	446170	15.2
	"Santa Clara County, CA"	"06085"	150	1919402	7.8
	"Santa Cruz County, CA"	"06087"	48	274673	17.5
	"Shasta County, CA"	"06089"	37	179631	20.6
	"Siskiyou County, CA"	"06093"	16	43603	36.7 (Unreliable)
	"Solano County, CA"	"06095"	49	440207	11.1
	"Sonoma County, CA"	"06097"	60	503070	11.9
	"Stanislaus County, CA"	"06099"	70	541560	12.9
	"Sutter County, CA"	"06101"	10	96651	10.3 (Unreliable)
	"Tulare County, CA"	"06107"	42	460437	9.1
	"Tuolumne County, CA"	"06109"	15	53804	27.9 (Unreliable)
	"Ventura County, CA"	"06111"	110	849738	12.9
	"Yolo County, CA"	"06113"	34	215802	15.8
	"Yuba County, CA"	"06115"	16	75275	21.3 (Unreliable)
	"Adams County, CO"	"08001"	95	498187	19.1
	"Arapahoe County, CO"	"08005"	96	637068	15.1
	"Boulder County, CO"	"08013"	36	322226	11.2
	"Broomfield County, CO"	"08014"	12	66529	18.0 (Unreliable)
	"Denver County, CO"	"08031"	128	693060	18.5
	"Douglas County, CO"	"08035"	37	328632	11.3
	"El Paso County, CO"	"08041"	167	688284	24.3
	"Fremont County, CO"	"08043"	16	47446	33.7 (Unreliable)
	"Garfield County, CO"	"08045"	13	58887	22.1 (Unreliable)
	"Jefferson County, CO"	"08059"	91	571837	15.9
	"Larimer County, CO"	"08069"	40	339993	11.8
	"Mesa County, CO"	"08077"	25	150083	16.7
	"Montezuma County, CO"	"08083"	10	26999	37.0 (Unreliable)
	"Pueblo County, CO"	"08101"	39	165123	23.6
	"Weld County, CO"	"08123"	38	294932	12.9
	"Fairfield County, CT"	"09001"	179	944177	19.0
	"Hartford County, CT"	"09003"	270	892389	30.3
	"Litchfield County, CT"	"09005"	44	182571	24.1
	"Middlesex County, CT"	"09007"	49	163329	30.0
	"New Haven County, CT"	"09009"	256	856875	29.9
	"New London County, CT"	"09011"	98	269801	36.3
	"Tolland County, CT"	"09013"	38	151118	25.1
	"Windham County, CT"	"09015"	37	116192	31.8
	"Kent County, DE"	"10001"	45	174827	25.7
	"New Castle County, DE"	"10003"	161	556987	28.9
	"Sussex County, DE"	"10005"	76	220251	34.5
	"District of Columbia, DC"	"11001"	269	681170	39.5
	"Alachua County, FL"	"12001"	32	263496	12.1
	"Bay County, FL"	"12005"	50	183974	27.2
	"Brevard County, FL"	"12009"	180	579130	31.1
	"Broward County, FL"	"12011"	532	1909632	27.9
	"Charlotte County, FL"	"12015"	17	178465	9.5 (Unreliable)
	"Citrus County, FL"	"12017"	61	143621	42.5
	"Clay County, FL"	"12019"	71	208311	34.1
	"Collier County, FL"	"12021"	51	365136	14.0
	"Duval County, FL"	"12031"	400	926255	43.2
	"Escambia County, FL"	"12033"	45	315187	14.3
	"Flagler County, FL"	"12035"	16	108310	14.8 (Unreliable)
	"Hernando County, FL"	"12053"	39	182835	21.3
	"Highlands County, FL"	"12055"	24	100917	23.8
	"Hillsborough County, FL"	"12057"	227	1376238	16.5
	"Indian River County, FL"	"12061"	32	151563	21.1
	"Lake County, FL"	"12069"	46	335396	13.7
	"Lee County, FL"	"12071"	148	722336	20.5
	"Leon County, FL"	"12073"	26	287822	9.0
	"Manatee County, FL"	"12081"	173	375888	46.0
	"Marion County, FL"	"12083"	148	349020	42.4
	"Martin County, FL"	"12085"	37	158701	23.3
	"Miami-Dade County, FL"	"12086"	300	2712945	11.1
	"Monroe County, FL"	"12087"	30	79077	37.9
	"Nassau County, FL"	"12089"	22	80622	27.3
	"Okaloosa County, FL"	"12091"	44	201170	21.9
	"Orange County, FL"	"12095"	216	1314367	16.4
	"Osceola County, FL"	"12097"	52	336015	15.5
	"Palm Beach County, FL"	"12099"	586	1443810	40.6
	"Pasco County, FL"	"12101"	154	512368	30.1
	"Pinellas County, FL"	"12103"	258	960730	26.9
	"Polk County, FL"	"12105"	133	666149	20.0
	"Putnam County, FL"	"12107"	12	72277	16.6 (Unreliable)
	"St. Johns County, FL"	"12109"	37	235087	15.7
	"St. Lucie County, FL"	"12111"	102	306507	33.3
	"Santa Rosa County, FL"	"12113"	21	170497	12.3
	"Sarasota County, FL"	"12115"	90	412569	21.8
	"Seminole County, FL"	"12117"	85	455479	18.7
	"Sumter County, FL"	"12119"	15	123996	12.1 (Unreliable)
	"Volusia County, FL"	"12127"	113	529364	21.3
	"Barrow County, GA"	"13013"	13	77126	16.9 (Unreliable)
	"Bartow County, GA"	"13015"	20	103807	19.3
	"Bibb County, GA"	"13021"	16	152760	10.5 (Unreliable)
	"Carroll County, GA"	"13045"	29	116261	24.9
	"Catoosa County, GA"	"13047"	21	66398	31.6
	"Chatham County, GA"	"13051"	35	289082	12.1
	"Cherokee County, GA"	"13057"	50	241689	20.7
	"Clarke County, GA"	"13059"	17	124707	13.6 (Unreliable)
	"Clayton County, GA"	"13063"	22	279462	7.9
	"Cobb County, GA"	"13067"	126	748150	16.8
	"Columbia County, GA"	"13073"	20	147450	13.6
	"Coweta County, GA"	"13077"	16	140526	11.4 (Unreliable)
	"DeKalb County, GA"	"13089"	76	740321	10.3
	"Douglas County, GA"	"13097"	32	142224	22.5
	"Floyd County, GA"	"13115"	17	96560	17.6 (Unreliable)
	"Forsyth County, GA"	"13117"	22	221009	10.0
	"Fulton County, GA"	"13121"	162	1023336	15.8
	"Glynn County, GA"	"13127"	12	84502	14.2 (Unreliable)
	"Gordon County, GA"	"13129"	10	56904	17.6 (Unreliable)
	"Gwinnett County, GA"	"13135"	80	907135	8.8
	"Hall County, GA"	"13139"	31	196637	15.8
	"Haralson County, GA"	"13143"	10	29042	34.4 (Unreliable)
	"Henry County, GA"	"13151"	40	221768	18.0
	"Houston County, GA"	"13153"	14	152122	9.2 (Unreliable)
	"Jackson County, GA"	"13157"	11	64615	17.0 (Unreliable)
	"Lowndes County, GA"	"13185"	12	114628	10.5 (Unreliable)
	"Muscogee County, GA"	"13215"	17	197485	8.6 (Unreliable)
	"Newton County, GA"	"13217"	14	106999	13.1 (Unreliable)
	"Paulding County, GA"	"13223"	32	155825	20.5
	"Richmond County, GA"	"13245"	48	201647	23.8
	"Rockdale County, GA"	"13247"	16	89355	17.9 (Unreliable)
	"Spalding County, GA"	"13255"	10	64806	15.4 (Unreliable)
	"Troup County, GA"	"13285"	10	70005	14.3 (Unreliable)
	"Walker County, GA"	"13295"	11	67896	16.2 (Unreliable)
	"Walton County, GA"	"13297"	16	90184	17.7 (Unreliable)
	"Whitfield County, GA"	"13313"	11	104589	10.5 (Unreliable)
	"Hawaii County, HI"	"15001"	22	198449	11.1
	"Honolulu County, HI"	"15003"	140	992605	14.1
	"Kauai County, HI"	"15007"	10	72029	13.9 (Unreliable)
	"Maui County, HI"	"15009"	19	165386	11.5 (Unreliable)
	"Ada County, ID"	"16001"	70	444028	15.8
	"Bannock County, ID"	"16005"	22	84377	26.1
	"Bonneville County, ID"	"16019"	27	112232	24.1
	"Canyon County, ID"	"16027"	16	211698	7.6 (Unreliable)
	"Kootenai County, ID"	"16055"	21	154311	13.6
	"Twin Falls County, ID"	"16083"	17	83514	20.4 (Unreliable)
	"Adams County, IL"	"17001"	10	66578	15.0 (Unreliable)
	"Champaign County, IL"	"17019"	23	208419	11.0
	"Cook County, IL"	"17031"	1114	5203499	21.4
	"DeKalb County, IL"	"17037"	17	104528	16.3 (Unreliable)
	"DuPage County, IL"	"17043"	133	929368	14.3
	"Franklin County, IL"	"17055"	13	39156	33.2 (Unreliable)
	"Grundy County, IL"	"17063"	14	50437	27.8 (Unreliable)
	"Jackson County, IL"	"17077"	12	58870	20.4 (Unreliable)
	"Kane County, IL"	"17089"	63	531715	11.8
	"Kankakee County, IL"	"17091"	18	110008	16.4 (Unreliable)
	"Kendall County, IL"	"17093"	26	124695	20.9
	"Lake County, IL"	"17097"	91	703047	12.9
	"LaSalle County, IL"	"17099"	19	110642	17.2 (Unreliable)
	"Livingston County, IL"	"17105"	10	36526	27.4 (Unreliable)
	"McHenry County, IL"	"17111"	56	307004	18.2
	"McLean County, IL"	"17113"	23	172418	13.3
	"Macon County, IL"	"17115"	19	106550	17.8 (Unreliable)
	"Macoupin County, IL"	"17117"	10	45908	21.8 (Unreliable)
	"Madison County, IL"	"17119"	72	265759	27.1
	"Marion County, IL"	"17121"	11	38140	28.8 (Unreliable)
	"Ogle County, IL"	"17141"	13	51273	25.4 (Unreliable)
	"Peoria County, IL"	"17143"	34	185006	18.4
	"Rock Island County, IL"	"17161"	17	144784	11.7 (Unreliable)
	"St. Clair County, IL"	"17163"	41	262759	15.6
	"Sangamon County, IL"	"17167"	33	197499	16.7
	"Tazewell County, IL"	"17179"	24	134385	17.9
	"Vermilion County, IL"	"17183"	23	78111	29.4
	"Will County, IL"	"17197"	131	689529	19.0
	"Williamson County, IL"	"17199"	15	67560	22.2 (Unreliable)
	"Winnebago County, IL"	"17201"	109	285873	38.1
	"Allen County, IN"	"18003"	74	370404	20.0
	"Bartholomew County, IN"	"18005"	14	81402	17.2 (Unreliable)
	"Boone County, IN"	"18011"	21	64653	32.5
	"Clark County, IN"	"18019"	43	116031	37.1
	"Dearborn County, IN"	"18029"	17	49331	34.5 (Unreliable)
	"Delaware County, IN"	"18035"	38	115603	32.9
	"Elkhart County, IN"	"18039"	23	203781	11.3
	"Fayette County, IN"	"18041"	16	23331	68.6 (Unreliable)
	"Floyd County, IN"	"18043"	24	76990	31.2
	"Grant County, IN"	"18053"	19	66937	28.4 (Unreliable)
	"Hamilton County, IN"	"18057"	37	316373	11.7
	"Hancock County, IN"	"18059"	12	73717	16.3 (Unreliable)
	"Harrison County, IN"	"18061"	15	39826	37.7 (Unreliable)
	"Hendricks County, IN"	"18063"	29	160610	18.1
	"Howard County, IN"	"18067"	16	82568	19.4 (Unreliable)
	"Jackson County, IN"	"18071"	11	44013	25.0 (Unreliable)
	"Johnson County, IN"	"18081"	37	151982	24.3
	"Kosciusko County, IN"	"18085"	11	79092	13.9 (Unreliable)
	"Lake County, IN"	"18089"	108	485846	22.2
	"La Porte County, IN"	"18091"	28	110015	25.5
	"Madison County, IN"	"18095"	39	129296	30.2
	"Marion County, IN"	"18097"	321	941229	34.1
	"Monroe County, IN"	"18105"	26	145496	17.9
	"Morgan County, IN"	"18109"	20	69698	28.7
	"Porter County, IN"	"18127"	48	167791	28.6
	"Randolph County, IN"	"18135"	11	25082	43.9 (Unreliable)
	"St. Joseph County, IN"	"18141"	59	269141	21.9
	"Scott County, IN"	"18143"	21	23730	88.5
	"Tippecanoe County, IN"	"18157"	32	188059	17.0
	"Vanderburgh County, IN"	"18163"	48	181721	26.4
	"Vigo County, IN"	"18167"	23	107931	21.3
	"Wayne County, IN"	"18177"	36	66568	54.1
	"Black Hawk County, IA"	"19013"	16	132904	12.0 (Unreliable)
	"Dubuque County, IA"	"19061"	13	97003	13.4 (Unreliable)
	"Johnson County, IA"	"19103"	13	146547	8.9 (Unreliable)
	"Linn County, IA"	"19113"	20	221661	9.0
	"Polk County, IA"	"19153"	67	474045	14.1
	"Pottawattamie County, IA"	"19155"	14	93582	15.0 (Unreliable)
	"Scott County, IA"	"19163"	29	172474	16.8
	"Douglas County, KS"	"20045"	11	119440	9.2 (Unreliable)
	"Johnson County, KS"	"20091"	59	584451	10.1
	"Leavenworth County, KS"	"20103"	16	80204	19.9 (Unreliable)
	"Sedgwick County, KS"	"20173"	78	511995	15.2
	"Shawnee County, KS"	"20177"	28	178146	15.7
	"Wyandotte County, KS"	"20209"	17	163831	10.4 (Unreliable)
	"Bell County, KY"	"21013"	12	27117	44.3 (Unreliable)
	"Boone County, KY"	"21015"	45	128536	35.0
	"Boyd County, KY"	"21019"	26	48132	54.0
	"Boyle County, KY"	"21021"	16	30018	53.3 (Unreliable)
	"Bullitt County, KY"	"21029"	20	79151	25.3
	"Campbell County, KY"	"21037"	68	92211	73.7
	"Clark County, KY"	"21049"	10	35819	27.9 (Unreliable)
	"Daviess County, KY"	"21059"	13	99674	13.0 (Unreliable)
	"Fayette County, KY"	"21067"	117	318449	36.7
	"Floyd County, KY"	"21071"	16	37110	43.1 (Unreliable)
	"Franklin County, KY"	"21073"	17	50560	33.6 (Unreliable)
	"Grant County, KY"	"21081"	16	24923	64.2 (Unreliable)
	"Grayson County, KY"	"21085"	12	26184	45.8 (Unreliable)
	"Hardin County, KY"	"21093"	26	107316	24.2
	"Harrison County, KY"	"21097"	25	18646	134.1
	"Hopkins County, KY"	"21107"	10	45904	21.8 (Unreliable)
	"Jefferson County, KY"	"21111"	327	765352	42.7
	"Jessamine County, KY"	"21113"	16	52357	30.6 (Unreliable)
	"Kenton County, KY"	"21117"	86	164945	52.1
	"Knox County, KY"	"21121"	10	31687	31.6 (Unreliable)
	"Lincoln County, KY"	"21137"	10	24372	41.0 (Unreliable)
	"McCracken County, KY"	"21145"	12	65162	18.4 (Unreliable)
	"Madison County, KY"	"21151"	26	89547	29.0
	"Marshall County, KY"	"21157"	10	31365	31.9 (Unreliable)
	"Mason County, KY"	"21161"	11	17190	64.0 (Unreliable)
	"Meade County, KY"	"21163"	10	28126	35.6 (Unreliable)
	"Mercer County, KY"	"21167"	10	21477	46.6 (Unreliable)
	"Montgomery County, KY"	"21173"	10	27771	36.0 (Unreliable)
	"Nelson County, KY"	"21179"	12	45559	26.3 (Unreliable)
	"Oldham County, KY"	"21185"	12	65560	18.3 (Unreliable)
	"Pike County, KY"	"21195"	17	60555	28.1 (Unreliable)
	"Pulaski County, KY"	"21199"	12	63956	18.8 (Unreliable)
	"Scott County, KY"	"21209"	21	53972	38.9
	"Shelby County, KY"	"21211"	15	46408	32.3 (Unreliable)
	"Warren County, KY"	"21227"	17	125532	13.5 (Unreliable)
	"Acadia Parish, LA"	"22001"	10	62645	16.0 (Unreliable)
	"Ascension Parish, LA"	"22005"	15	121587	12.3 (Unreliable)
	"Bossier Parish, LA"	"22015"	19	126057	15.1 (Unreliable)
	"Caddo Parish, LA"	"22017"	25	248851	10.0
	"Calcasieu Parish, LA"	"22019"	20	200601	10.0
	"East Baton Rouge Parish, LA"	"22033"	83	447037	18.6
	"Iberia Parish, LA"	"22045"	16	73273	21.8 (Unreliable)
	"Jefferson Parish, LA"	"22051"	146	436523	33.4
	"Lafayette Parish, LA"	"22055"	41	241398	17.0
	"Lafourche Parish, LA"	"22057"	18	98305	18.3 (Unreliable)
	"Livingston Parish, LA"	"22063"	58	140138	41.4
	"Orleans Parish, LA"	"22071"	150	391495	38.3
	"Ouachita Parish, LA"	"22073"	28	156983	17.8
	"Rapides Parish, LA"	"22079"	33	132424	24.9
	"St. Bernard Parish, LA"	"22087"	18	45688	39.4 (Unreliable)
	"St. Charles Parish, LA"	"22089"	14	52923	26.5 (Unreliable)
	"St. John the Baptist Parish, LA"	"22095"	10	43631	22.9 (Unreliable)
	"St. Landry Parish, LA"	"22097"	10	83883	11.9 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	67	253602	26.4
	"Tangipahoa Parish, LA"	"22105"	35	130710	26.8
	"Terrebonne Parish, LA"	"22109"	21	113220	18.5
	"Vermilion Parish, LA"	"22113"	12	60205	19.9 (Unreliable)
	"Washington Parish, LA"	"22117"	27	46310	58.3
	"Androscoggin County, ME"	"23001"	27	107319	25.2
	"Aroostook County, ME"	"23003"	20	67959	29.4
	"Cumberland County, ME"	"23005"	62	292041	21.2
	"Hancock County, ME"	"23009"	17	54419	31.2 (Unreliable)
	"Kennebec County, ME"	"23011"	33	120569	27.4
	"Oxford County, ME"	"23017"	12	57217	21.0 (Unreliable)
	"Penobscot County, ME"	"23019"	49	151806	32.3
	"Somerset County, ME"	"23025"	13	50915	25.5 (Unreliable)
	"Washington County, ME"	"23029"	23	31450	73.1
	"York County, ME"	"23031"	60	202343	29.7
	"Allegany County, MD"	"24001"	46	72130	63.8
	"Anne Arundel County, MD"	"24003"	216	568346	38.0
	"Baltimore County, MD"	"24005"	379	831026	45.6
	"Calvert County, MD"	"24009"	32	91251	35.1
	"Caroline County, MD"	"24011"	14	32850	42.6 (Unreliable)
	"Carroll County, MD"	"24013"	60	167656	35.8
	"Cecil County, MD"	"24015"	46	102603	44.8
	"Charles County, MD"	"24017"	47	157705	29.8
	"Frederick County, MD"	"24021"	102	247591	41.2
	"Harford County, MD"	"24025"	88	251032	35.1
	"Howard County, MD"	"24027"	52	317233	16.4
	"Montgomery County, MD"	"24031"	123	1043863	11.8
	"Prince George's County, MD"	"24033"	134	908049	14.8
	"Queen Anne's County, MD"	"24035"	14	48929	28.6 (Unreliable)
	"St. Mary's County, MD"	"24037"	24	112587	21.3
	"Somerset County, MD"	"24039"	11	25928	42.4 (Unreliable)
	"Talbot County, MD"	"24041"	10	37278	26.8 (Unreliable)
	"Washington County, MD"	"24043"	63	150292	41.9
	"Wicomico County, MD"	"24045"	36	102577	35.1
	"Worcester County, MD"	"24047"	22	51444	42.8
	"Baltimore city, MD"	"24510"	508	614664	82.6
	"Barnstable County, MA"	"25001"	88	214276	41.1
	"Berkshire County, MA"	"25003"	36	126903	28.4
	"Bristol County, MA"	"25005"	262	558324	46.9
	"Essex County, MA"	"25009"	291	779018	37.4
	"Franklin County, MA"	"25011"	16	70382	22.7 (Unreliable)
	"Hampden County, MA"	"25013"	142	468467	30.3
	"Hampshire County, MA"	"25015"	35	161816	21.6
	"Middlesex County, MA"	"25017"	427	1589774	26.9
	"Norfolk County, MA"	"25021"	230	697181	33.0
	"Plymouth County, MA"	"25023"	203	513565	39.5
	"Suffolk County, MA"	"25025"	258	784230	32.9
	"Worcester County, MA"	"25027"	234	819589	28.6
	"Allegan County, MI"	"26005"	17	115548	14.7 (Unreliable)
	"Barry County, MI"	"26015"	10	59702	16.7 (Unreliable)
	"Bay County, MI"	"26017"	30	104747	28.6
	"Berrien County, MI"	"26021"	35	154010	22.7
	"Calhoun County, MI"	"26025"	47	134386	35.0
	"Clare County, MI"	"26035"	10	30358	32.9 (Unreliable)
	"Clinton County, MI"	"26037"	10	77888	12.8 (Unreliable)
	"Eaton County, MI"	"26045"	22	109160	20.2
	"Genesee County, MI"	"26049"	131	408615	32.1
	"Grand Traverse County, MI"	"26055"	20	92084	21.7
	"Hillsdale County, MI"	"26059"	13	45774	28.4 (Unreliable)
	"Ingham County, MI"	"26065"	74	288051	25.7
	"Ionia County, MI"	"26067"	14	64232	21.8 (Unreliable)
	"Iosco County, MI"	"26069"	10	25327	39.5 (Unreliable)
	"Isabella County, MI"	"26073"	15	71282	21.0 (Unreliable)
	"Jackson County, MI"	"26075"	12	158460	7.6 (Unreliable)
	"Kalamazoo County, MI"	"26077"	62	261654	23.7
	"Kent County, MI"	"26081"	80	642173	12.5
	"Lapeer County, MI"	"26087"	12	88340	13.6 (Unreliable)
	"Lenawee County, MI"	"26091"	20	98504	20.3
	"Livingston County, MI"	"26093"	35	188624	18.6
	"Macomb County, MI"	"26099"	318	867730	36.6
	"Marquette County, MI"	"26103"	19	66435	28.6 (Unreliable)
	"Midland County, MI"	"26111"	12	83462	14.4 (Unreliable)
	"Monroe County, MI"	"26115"	56	149208	37.5
	"Muskegon County, MI"	"26121"	36	173408	20.8
	"Oakland County, MI"	"26125"	141	1243970	11.3
	"Ottawa County, MI"	"26139"	39	282250	13.8
	"Saginaw County, MI"	"26145"	39	192326	20.3
	"St. Clair County, MI"	"26147"	74	159587	46.4
	"Washtenaw County, MI"	"26161"	71	364709	19.5
	"Wayne County, MI"	"26163"	674	1749366	38.5
	"Anoka County, MN"	"27003"	36	345957	10.4
	"Crow Wing County, MN"	"27035"	12	63940	18.8 (Unreliable)
	"Dakota County, MN"	"27037"	42	417486	10.1
	"Hennepin County, MN"	"27053"	201	1232483	16.3
	"Olmsted County, MN"	"27109"	17	153102	11.1 (Unreliable)
	"Ramsey County, MN"	"27123"	90	540649	16.6
	"St. Louis County, MN"	"27137"	38	199980	19.0
	"Scott County, MN"	"27139"	14	143680	9.7 (Unreliable)
	"Sherburne County, MN"	"27141"	11	93528	11.8 (Unreliable)
	"Stearns County, MN"	"27145"	20	155652	12.8
	"Washington County, MN"	"27163"	25	253117	9.9
	"DeSoto County, MS"	"28033"	38	175611	21.6
	"Hancock County, MS"	"28045"	15	46791	32.1 (Unreliable)
	"Harrison County, MS"	"28047"	33	203234	16.2
	"Hinds County, MS"	"28049"	18	241229	7.5 (Unreliable)
	"Jackson County, MS"	"28059"	27	141241	19.1
	"Lee County, MS"	"28081"	11	85381	12.9 (Unreliable)
	"Pearl River County, MS"	"28109"	12	55310	21.7 (Unreliable)
	"Rankin County, MS"	"28121"	32	150228	21.3
	"Boone County, MO"	"29019"	19	176594	10.8 (Unreliable)
	"Buchanan County, MO"	"29021"	10	88938	11.2 (Unreliable)
	"Camden County, MO"	"29029"	10	44497	22.5 (Unreliable)
	"Cape Girardeau County, MO"	"29031"	16	78913	20.3 (Unreliable)
	"Cass County, MO"	"29037"	13	102845	12.6 (Unreliable)
	"Christian County, MO"	"29043"	10	84401	11.8 (Unreliable)
	"Clay County, MO"	"29047"	45	239085	18.8
	"Cole County, MO"	"29051"	13	76631	17.0 (Unreliable)
	"Franklin County, MO"	"29071"	43	102838	41.8
	"Greene County, MO"	"29077"	80	288690	27.7
	"Jackson County, MO"	"29095"	116	691801	16.8
	"Jasper County, MO"	"29097"	15	119111	12.6 (Unreliable)
	"Jefferson County, MO"	"29099"	99	224226	44.2
	"Lincoln County, MO"	"29113"	17	55267	30.8 (Unreliable)
	"Phelps County, MO"	"29161"	10	44608	22.4 (Unreliable)
	"Platte County, MO"	"29165"	10	98309	10.2 (Unreliable)
	"Pulaski County, MO"	"29169"	16	52654	30.4 (Unreliable)
	"St. Charles County, MO"	"29183"	83	390918	21.2
	"St. Francois County, MO"	"29187"	22	66627	33.0
	"St. Louis County, MO"	"29189"	266	998581	26.6
	"Stone County, MO"	"29209"	10	31047	32.2 (Unreliable)
	"Taney County, MO"	"29213"	10	54735	18.3 (Unreliable)
	"St. Louis city, MO"	"29510"	201	311404	64.5
	"Flathead County, MT"	"30029"	17	98082	17.3 (Unreliable)
	"Missoula County, MT"	"30063"	12	116130	10.3 (Unreliable)
	"Yellowstone County, MT"	"30111"	20	158437	12.6
	"Douglas County, NE"	"31055"	43	554995	7.7
	"Lancaster County, NE"	"31109"	21	309637	6.8
	"Sarpy County, NE"	"31153"	15	179023	8.4 (Unreliable)
	"Clark County, NV"	"32003"	479	2155664	22.2
	"Douglas County, NV"	"32005"	12	48020	25.0 (Unreliable)
	"Lyon County, NV"	"32019"	11	53179	20.7 (Unreliable)
	"Nye County, NV"	"32023"	16	43423	36.8 (Unreliable)
	"Washoe County, NV"	"32031"	109	453616	24.0
	"Carson City, NV"	"32510"	14	54742	25.6 (Unreliable)
	"Belknap County, NH"	"33001"	19	60779	31.3 (Unreliable)
	"Carroll County, NH"	"33003"	16	47289	33.8 (Unreliable)
	"Cheshire County, NH"	"33005"	21	75774	27.7
	"Grafton County, NH"	"33009"	14	88888	15.8 (Unreliable)
	"Hillsborough County, NH"	"33011"	199	407761	48.8
	"Merrimack County, NH"	"33013"	38	148582	25.6
	"Rockingham County, NH"	"33015"	102	303251	33.6
	"Strafford County, NH"	"33017"	52	127428	40.8
	"Sullivan County, NH"	"33019"	11	43004	25.6 (Unreliable)
	"Atlantic County, NJ"	"34001"	99	270991	36.5
