"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"San Luis Obispo County, CA"	"06079"	38	274487	13.8
	"San Mateo County, CA"	"06081"	57	739982	7.7
	"Santa Barbara County, CA"	"06083"	42	430638	9.8
	"Santa Clara County, CA"	"06085"	142	1838988	7.7
	"Santa Cruz County, CA"	"06087"	53	266435	19.9
	"Shasta County, CA"	"06089"	52	178430	29.1
	"Solano County, CA"	"06095"	29	419881	6.9
	"Sonoma County, CA"	"06097"	66	490509	13.5
	"Stanislaus County, CA"	"06099"	73	521360	14.0
	"Sutter County, CA"	"06101"	12	94362	12.7 (Unreliable)
	"Tehama County, CA"	"06103"	12	63133	19.0 (Unreliable)
	"Tulare County, CA"	"06107"	28	450701	6.2
	"Tuolumne County, CA"	"06109"	12	54134	22.2 (Unreliable)
	"Ventura County, CA"	"06111"	113	834519	13.5
	"Yolo County, CA"	"06113"	22	204929	10.7
	"Adams County, CO"	"08001"	96	460472	20.8
	"Arapahoe County, CO"	"08005"	87	596066	14.6
	"Boulder County, CO"	"08013"	35	305350	11.5
	"Denver County, CO"	"08031"	126	633563	19.9
	"Douglas County, CO"	"08035"	30	298754	10.0
	"El Paso County, CO"	"08041"	100	645641	15.5
	"Jefferson County, CO"	"08059"	81	546080	14.8
	"La Plata County, CO"	"08067"	10	52356	19.1 (Unreliable)
	"Larimer County, CO"	"08069"	42	310965	13.5
	"Mesa County, CO"	"08077"	26	147471	17.6
	"Pueblo County, CO"	"08101"	36	160397	22.4
	"Weld County, CO"	"08123"	28	263997	10.6
	"Fairfield County, CT"	"09001"	81	934931	8.7
	"Hartford County, CT"	"09003"	116	897420	12.9
	"Litchfield County, CT"	"09005"	25	187487	13.3
	"Middlesex County, CT"	"09007"	29	165512	17.5
	"New Haven County, CT"	"09009"	109	864177	12.6
	"New London County, CT"	"09011"	48	274267	17.5
	"Tolland County, CT"	"09013"	16	152006	10.5 (Unreliable)
	"Windham County, CT"	"09015"	15	117995	12.7 (Unreliable)
	"Kent County, DE"	"10001"	32	167605	19.1
	"New Castle County, DE"	"10003"	81	546041	14.8
	"Sussex County, DE"	"10005"	28	203347	13.8
	"District of Columbia, DC"	"11001"	77	635327	12.1
	"Alachua County, FL"	"12001"	23	251587	9.1
	"Bay County, FL"	"12005"	19	172029	11.0 (Unreliable)
	"Brevard County, FL"	"12009"	115	547753	21.0
	"Broward County, FL"	"12011"	234	1816552	12.9
	"Citrus County, FL"	"12017"	41	139341	29.4
	"Clay County, FL"	"12019"	35	194260	18.0
	"Collier County, FL"	"12021"	40	332332	12.0
	"Columbia County, FL"	"12023"	17	67949	25.0 (Unreliable)
	"Duval County, FL"	"12031"	166	880870	18.8
	"Escambia County, FL"	"12033"	33	304218	10.8
	"Flagler County, FL"	"12035"	12	98605	12.2 (Unreliable)
	"Hernando County, FL"	"12053"	31	173110	17.9
	"Highlands County, FL"	"12055"	12	98045	12.2 (Unreliable)
	"Hillsborough County, FL"	"12057"	190	1281677	14.8
	"Indian River County, FL"	"12061"	21	140650	14.9
	"Lake County, FL"	"12069"	30	303437	9.9
	"Lee County, FL"	"12071"	67	644096	10.4
	"Leon County, FL"	"12073"	13	283808	4.6 (Unreliable)
	"Levy County, FL"	"12075"	16	39935	40.1 (Unreliable)
	"Manatee County, FL"	"12081"	48	334096	14.4
	"Marion County, FL"	"12083"	51	334294	15.3
	"Martin County, FL"	"12085"	19	148945	12.8 (Unreliable)
	"Miami-Dade County, FL"	"12086"	135	2607979	5.2
	"Monroe County, FL"	"12087"	11	74833	14.7 (Unreliable)
	"Nassau County, FL"	"12089"	18	74638	24.1 (Unreliable)
	"Okaloosa County, FL"	"12091"	21	190254	11.0
	"Okeechobee County, FL"	"12093"	11	39287	28.0 (Unreliable)
	"Orange County, FL"	"12095"	135	1202048	11.2
	"Osceola County, FL"	"12097"	36	289501	12.4
	"Palm Beach County, FL"	"12099"	192	1354987	14.2
	"Pasco County, FL"	"12101"	112	470762	23.8
	"Pinellas County, FL"	"12103"	231	922075	25.1
	"Polk County, FL"	"12105"	84	615294	13.7
	"St. Johns County, FL"	"12109"	20	202308	9.9
	"St. Lucie County, FL"	"12111"	40	283726	14.1
	"Santa Rosa County, FL"	"12113"	19	158366	12.0 (Unreliable)
	"Sarasota County, FL"	"12115"	72	386135	18.6
	"Seminole County, FL"	"12117"	48	431487	11.1
	"Volusia County, FL"	"12127"	86	497279	17.3
	"Walton County, FL"	"12131"	10	57330	17.4 (Unreliable)
	"Barrow County, GA"	"13013"	11	70161	15.7 (Unreliable)
	"Bartow County, GA"	"13015"	16	100488	15.9 (Unreliable)
	"Bibb County, GA"	"13021"	10	156189	6.4 (Unreliable)
	"Carroll County, GA"	"13045"	16	111444	14.4 (Unreliable)
	"Catoosa County, GA"	"13047"	20	65004	30.8
	"Chatham County, GA"	"13051"	26	276521	9.4
	"Cherokee County, GA"	"13057"	24	220788	10.9
	"Clarke County, GA"	"13059"	14	120174	11.6 (Unreliable)
	"Clayton County, GA"	"13063"	31	266073	11.7
	"Cobb County, GA"	"13067"	82	707629	11.6
	"Columbia County, GA"	"13073"	16	132518	12.1 (Unreliable)
	"Coweta County, GA"	"13077"	17	130793	13.0 (Unreliable)
	"DeKalb County, GA"	"13089"	50	708800	7.1
	"Dougherty County, GA"	"13095"	12	94590	12.7 (Unreliable)
	"Douglas County, GA"	"13097"	10	133804	7.5 (Unreliable)
	"Floyd County, GA"	"13115"	15	96065	15.6 (Unreliable)
	"Forsyth County, GA"	"13117"	15	187613	8.0 (Unreliable)
	"Fulton County, GA"	"13121"	95	975321	9.7
	"Glynn County, GA"	"13127"	11	81026	13.6 (Unreliable)
	"Gwinnett County, GA"	"13135"	50	839357	6.0
	"Hall County, GA"	"13139"	24	184929	13.0
	"Henry County, GA"	"13151"	19	208275	9.1 (Unreliable)
	"Jackson County, GA"	"13157"	11	60448	18.2 (Unreliable)
	"Murray County, GA"	"13213"	10	39392	25.4 (Unreliable)
	"Muscogee County, GA"	"13215"	22	199466	11.0
	"Paulding County, GA"	"13223"	27	145025	18.6
	"Richmond County, GA"	"13245"	32	201856	15.9
	"Rockdale County, GA"	"13247"	12	85625	14.0 (Unreliable)
	"Spalding County, GA"	"13255"	16	63727	25.1 (Unreliable)
	"Walker County, GA"	"13295"	13	68191	19.1 (Unreliable)
	"Walton County, GA"	"13297"	17	84882	20.0 (Unreliable)
	"Whitfield County, GA"	"13313"	18	103193	17.4 (Unreliable)
	"Hawaii County, HI"	"15001"	18	188765	9.5 (Unreliable)
	"Honolulu County, HI"	"15003"	103	975909	10.6
	"Maui County, HI"	"15009"	29	158499	18.3
	"Ada County, ID"	"16001"	42	408899	10.3
	"Bannock County, ID"	"16005"	19	83806	22.7 (Unreliable)
	"Bonneville County, ID"	"16019"	18	106874	16.8 (Unreliable)
	"Canyon County, ID"	"16027"	16	193742	8.3 (Unreliable)
	"Kootenai County, ID"	"16055"	12	142311	8.4 (Unreliable)
	"Champaign County, IL"	"17019"	19	203937	9.3 (Unreliable)
	"Cook County, IL"	"17031"	615	5230016	11.8
	"DeKalb County, IL"	"17037"	10	104276	9.6 (Unreliable)
	"DuPage County, IL"	"17043"	110	927668	11.9
	"Grundy County, IL"	"17063"	15	50168	29.9 (Unreliable)
	"Kane County, IL"	"17089"	52	521431	10.0
	"Kendall County, IL"	"17093"	10	118344	8.4 (Unreliable)
	"Lake County, IL"	"17097"	85	701220	12.1
	"LaSalle County, IL"	"17099"	22	113109	19.5
	"Livingston County, IL"	"17105"	10	38553	25.9 (Unreliable)
	"McHenry County, IL"	"17111"	46	307529	15.0
	"McLean County, IL"	"17113"	26	172560	15.1
	"Macon County, IL"	"17115"	11	110083	10.0 (Unreliable)
	"Madison County, IL"	"17119"	62	268083	23.1
	"Peoria County, IL"	"17143"	30	187121	16.0
	"Rock Island County, IL"	"17161"	14	147638	9.5 (Unreliable)
	"St. Clair County, IL"	"17163"	48	268612	17.9
	"Sangamon County, IL"	"17167"	36	199269	18.1
	"Tazewell County, IL"	"17179"	27	136111	19.8
	"Vermilion County, IL"	"17183"	12	80774	14.9 (Unreliable)
	"Will County, IL"	"17197"	76	682091	11.1
	"Williamson County, IL"	"17199"	10	66793	15.0 (Unreliable)
	"Winnebago County, IL"	"17201"	82	291934	28.1
	"Allen County, IN"	"18003"	43	360753	11.9
	"Boone County, IN"	"18011"	10	59070	16.9 (Unreliable)
	"Clark County, IN"	"18019"	32	111912	28.6
	"Dearborn County, IN"	"18029"	13	49751	26.1 (Unreliable)
	"Delaware County, IN"	"18035"	18	117090	15.4 (Unreliable)
	"Elkhart County, IN"	"18039"	19	199172	9.5 (Unreliable)
	"Floyd County, IN"	"18043"	15	75344	19.9 (Unreliable)
	"Grant County, IN"	"18053"	24	69198	34.7
	"Hamilton County, IN"	"18057"	23	289681	7.9
	"Hendricks County, IN"	"18063"	18	150773	11.9 (Unreliable)
	"Howard County, IN"	"18067"	22	82914	26.5
	"Jackson County, IN"	"18071"	11	43028	25.6 (Unreliable)
	"Johnson County, IN"	"18081"	21	143535	14.6
	"Kosciusko County, IN"	"18085"	11	77731	14.2 (Unreliable)
	"Lake County, IN"	"18089"	35	493071	7.1
	"La Porte County, IN"	"18091"	19	111201	17.1 (Unreliable)
	"Madison County, IN"	"18095"	45	130243	34.6
	"Marion County, IN"	"18097"	192	918692	20.9
	"Monroe County, IN"	"18105"	23	141311	16.3
	"Montgomery County, IN"	"18107"	19	38171	49.8 (Unreliable)
	"Morgan County, IN"	"18109"	23	69204	33.2
	"Porter County, IN"	"18127"	30	165772	18.1
	"St. Joseph County, IN"	"18141"	33	266612	12.4
	"Scott County, IN"	"18143"	14	23769	58.9 (Unreliable)
	"Tippecanoe County, IN"	"18157"	26	178430	14.6
	"Vanderburgh County, IN"	"18163"	42	181031	23.2
	"Washington County, IN"	"18175"	11	27911	39.4 (Unreliable)
	"Johnson County, IA"	"19103"	13	136865	9.5 (Unreliable)
	"Linn County, IA"	"19113"	21	215255	9.8
	"Polk County, IA"	"19153"	59	443821	13.3
	"Pottawattamie County, IA"	"19155"	13	92887	14.0 (Unreliable)
	"Scott County, IA"	"19163"	28	168840	16.6
	"Woodbury County, IA"	"19193"	10	102330	9.8 (Unreliable)
	"Butler County, KS"	"20015"	12	65781	18.2 (Unreliable)
	"Douglas County, KS"	"20045"	12	113304	10.6 (Unreliable)
	"Johnson County, KS"	"20091"	44	559515	7.9
	"Leavenworth County, KS"	"20103"	10	77713	12.9 (Unreliable)
	"Sedgwick County, KS"	"20173"	73	503945	14.5
	"Shawnee County, KS"	"20177"	20	178980	11.2
	"Wyandotte County, KS"	"20209"	20	159360	12.6
	"Bell County, KY"	"21013"	11	28247	38.9 (Unreliable)
	"Boone County, KY"	"21015"	32	122847	26.0
	"Boyd County, KY"	"21019"	10	49256	20.3 (Unreliable)
	"Bullitt County, KY"	"21029"	22	75947	29.0
	"Campbell County, KY"	"21037"	57	90780	62.8
	"Clark County, KY"	"21049"	18	35752	50.3 (Unreliable)
	"Clinton County, KY"	"21053"	10	10243	97.6 (Unreliable)
	"Daviess County, KY"	"21059"	14	97886	14.3 (Unreliable)
	"Estill County, KY"	"21065"	11	14488	75.9 (Unreliable)
	"Fayette County, KY"	"21067"	54	305201	17.7
	"Floyd County, KY"	"21071"	17	39232	43.3 (Unreliable)
	"Grant County, KY"	"21081"	13	24489	53.1 (Unreliable)
	"Hardin County, KY"	"21093"	13	107173	12.1 (Unreliable)
	"Harlan County, KY"	"21095"	14	28715	48.8 (Unreliable)
	"Jefferson County, KY"	"21111"	179	751342	23.8
	"Kenton County, KY"	"21117"	61	161297	37.8
	"Knott County, KY"	"21119"	12	16124	74.4 (Unreliable)
	"Knox County, KY"	"21121"	13	31741	41.0 (Unreliable)
	"Laurel County, KY"	"21125"	16	59603	26.8 (Unreliable)
	"Leslie County, KY"	"21131"	11	11170	98.5 (Unreliable)
	"Letcher County, KY"	"21133"	11	24039	45.8 (Unreliable)
	"McCracken County, KY"	"21145"	19	65635	28.9 (Unreliable)
	"Madison County, KY"	"21151"	20	85517	23.4
	"Perry County, KY"	"21193"	16	28376	56.4 (Unreliable)
	"Pike County, KY"	"21195"	31	64645	48.0
	"Pulaski County, KY"	"21199"	19	63508	29.9 (Unreliable)
	"Scott County, KY"	"21209"	11	49066	22.4 (Unreliable)
	"Taylor County, KY"	"21217"	10	25077	39.9 (Unreliable)
	"Warren County, KY"	"21227"	18	117040	15.4 (Unreliable)
	"Whitley County, KY"	"21235"	28	35621	78.6
	"Ascension Parish, LA"	"22005"	15	112235	13.4 (Unreliable)
	"Caddo Parish, LA"	"22017"	15	257396	5.8 (Unreliable)
	"Calcasieu Parish, LA"	"22019"	25	194563	12.8
	"East Baton Rouge Parish, LA"	"22033"	29	443039	6.5
	"Jefferson Parish, LA"	"22051"	87	434312	20.0
	"Lafayette Parish, LA"	"22055"	37	227083	16.3
	"Lafourche Parish, LA"	"22057"	12	97074	12.4 (Unreliable)
	"Livingston Parish, LA"	"22063"	25	131940	18.9
	"Orleans Parish, LA"	"22071"	72	370138	19.5
	"Ouachita Parish, LA"	"22073"	19	155342	12.2 (Unreliable)
	"Rapides Parish, LA"	"22079"	12	132184	9.1 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	15	41519	36.1 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	44	239323	18.4
	"Tangipahoa Parish, LA"	"22105"	11	123655	8.9 (Unreliable)
	"Terrebonne Parish, LA"	"22109"	19	111804	17.0 (Unreliable)
	"Washington Parish, LA"	"22117"	15	46641	32.2 (Unreliable)
	"Androscoggin County, ME"	"23001"	12	107539	11.2 (Unreliable)
	"Cumberland County, ME"	"23005"	42	284133	14.8
	"Kennebec County, ME"	"23011"	14	121636	11.5 (Unreliable)
	"Penobscot County, ME"	"23019"	12	153589	7.8 (Unreliable)
	"York County, ME"	"23031"	25	199053	12.6
	"Allegany County, MD"	"24001"	12	73975	16.2 (Unreliable)
	"Anne Arundel County, MD"	"24003"	80	550641	14.5
	"Baltimore County, MD"	"24005"	159	818282	19.4
	"Calvert County, MD"	"24009"	15	89685	16.7 (Unreliable)
	"Carroll County, MD"	"24013"	30	167191	17.9
	"Cecil County, MD"	"24015"	28	101776	27.5
	"Charles County, MD"	"24017"	16	150770	10.6 (Unreliable)
	"Frederick County, MD"	"24021"	31	239610	12.9
	"Harford County, MD"	"24025"	50	248661	20.1
	"Howard County, MD"	"24027"	30	299605	10.0
	"Montgomery County, MD"	"24031"	57	1006218	5.7
	"Prince George's County, MD"	"24033"	58	882465	6.6
	"St. Mary's County, MD"	"24037"	11	109071	10.1 (Unreliable)
	"Washington County, MD"	"24043"	27	149215	18.1
	"Wicomico County, MD"	"24045"	18	100555	17.9 (Unreliable)
	"Baltimore city, MD"	"24510"	178	622722	28.6
	"Barnstable County, MA"	"25001"	23	214915	10.7
	"Berkshire County, MA"	"25003"	22	130201	16.9
	"Bristol County, MA"	"25005"	108	551341	19.6
	"Essex County, MA"	"25009"	108	757163	14.3
	"Franklin County, MA"	"25011"	10	71536	14.0 (Unreliable)
	"Hampden County, MA"	"25013"	73	466578	15.6
	"Hampshire County, MA"	"25015"	13	160418	8.1 (Unreliable)
	"Middlesex County, MA"	"25017"	152	1540330	9.9
	"Norfolk County, MA"	"25021"	80	683121	11.7
	"Plymouth County, MA"	"25023"	65	499622	13.0
	"Suffolk County, MA"	"25025"	99	749469	13.2
	"Worcester County, MA"	"25027"	105	806209	13.0
	"Bay County, MI"	"26017"	26	107091	24.3
	"Berrien County, MI"	"26021"	22	156093	14.1
	"Calhoun County, MI"	"26025"	36	134777	26.7
	"Eaton County, MI"	"26045"	10	107960	9.3 (Unreliable)
	"Genesee County, MI"	"26049"	72	418029	17.2
	"Grand Traverse County, MI"	"26055"	13	88998	14.6 (Unreliable)
	"Ingham County, MI"	"26065"	32	282363	11.3
	"Kalamazoo County, MI"	"26077"	27	255251	10.6
	"Kent County, MI"	"26081"	67	615041	10.9
	"Lapeer County, MI"	"26087"	12	88221	13.6 (Unreliable)
	"Lenawee County, MI"	"26091"	14	98994	14.1 (Unreliable)
	"Livingston County, MI"	"26093"	28	183059	15.3
	"Macomb County, MI"	"26099"	175	848588	20.6
	"Midland County, MI"	"26111"	12	83678	14.3 (Unreliable)
	"Monroe County, MI"	"26115"	42	150862	27.8
	"Muskegon County, MI"	"26121"	21	170126	12.3
	"Oakland County, MI"	"26125"	102	1221138	8.4
	"Ottawa County, MI"	"26139"	21	270146	7.8
	"Saginaw County, MI"	"26145"	23	198352	11.6
	"St. Clair County, MI"	"26147"	28	160572	17.4
	"Van Buren County, MI"	"26159"	12	75268	15.9 (Unreliable)
	"Washtenaw County, MI"	"26161"	35	351299	10.0
	"Wayne County, MI"	"26163"	296	1791995	16.5
	"Anoka County, MN"	"27003"	45	335978	13.4
	"Dakota County, MN"	"27037"	29	404893	7.2
	"Hennepin County, MN"	"27053"	131	1184361	11.1
	"Olmsted County, MN"	"27109"	14	147066	9.5 (Unreliable)
	"Ramsey County, MN"	"27123"	70	521142	13.4
	"St. Louis County, MN"	"27137"	22	200351	11.0
	"Sherburne County, MN"	"27141"	12	89518	13.4 (Unreliable)
	"Washington County, MN"	"27163"	15	244011	6.1 (Unreliable)
	"DeSoto County, MS"	"28033"	16	166405	9.6 (Unreliable)
	"Harrison County, MS"	"28047"	42	193692	21.7
	"Jackson County, MS"	"28059"	28	139999	20.0
	"Jones County, MS"	"28067"	10	68328	14.6 (Unreliable)
	"Lee County, MS"	"28081"	11	85093	12.9 (Unreliable)
	"Pearl River County, MS"	"28109"	14	55092	25.4 (Unreliable)
	"Rankin County, MS"	"28121"	20	145598	13.7
	"Boone County, MO"	"29019"	18	168746	10.7 (Unreliable)
	"Buchanan County, MO"	"29021"	10	89858	11.1 (Unreliable)
	"Butler County, MO"	"29023"	11	43004	25.6 (Unreliable)
	"Christian County, MO"	"29043"	15	79762	18.8 (Unreliable)
	"Clay County, MO"	"29047"	30	227530	13.2
	"Dunklin County, MO"	"29069"	14	31860	43.9 (Unreliable)
	"Franklin County, MO"	"29071"	18	101335	17.8 (Unreliable)
	"Greene County, MO"	"29077"	49	280729	17.5
	"Jackson County, MO"	"29095"	108	677321	15.9
	"Jasper County, MO"	"29097"	12	115406	10.4 (Unreliable)
	"Jefferson County, MO"	"29099"	61	220185	27.7
	"Lincoln County, MO"	"29113"	12	53348	22.5 (Unreliable)
	"Phelps County, MO"	"29161"	11	45201	24.3 (Unreliable)
	"Platte County, MO"	"29165"	12	92153	13.0 (Unreliable)
	"Pulaski County, MO"	"29169"	10	53412	18.7 (Unreliable)
	"St. Charles County, MO"	"29183"	44	369102	11.9
	"St. Francois County, MO"	"29187"	31	65856	47.1
	"St. Louis County, MO"	"29189"	150	1000530	15.0
	"St. Louis city, MO"	"29510"	70	319085	21.9
	"Flathead County, MT"	"30029"	12	91617	13.1 (Unreliable)
	"Missoula County, MT"	"30063"	19	111092	17.1 (Unreliable)
	"Yellowstone County, MT"	"30111"	21	151887	13.8
	"Douglas County, NE"	"31055"	58	531307	10.9
	"Lancaster County, NE"	"31109"	28	293606	9.5
	"Sarpy County, NE"	"31153"	12	165886	7.2 (Unreliable)
	"Clark County, NV"	"32003"	424	1995815	21.2
	"Lyon County, NV"	"32019"	11	51087	21.5 (Unreliable)
	"Nye County, NV"	"32023"	19	43658	43.5 (Unreliable)
	"Washoe County, NV"	"32031"	106	428654	24.7
	"Cheshire County, NH"	"33005"	15	76851	19.5 (Unreliable)
	"Hillsborough County, NH"	"33011"	61	402651	15.1
	"Merrimack County, NH"	"33013"	10	146944	6.8 (Unreliable)
	"Rockingham County, NH"	"33015"	42	297694	14.1
	"Strafford County, NH"	"33017"	13	124612	10.4 (Unreliable)
	"Atlantic County, NJ"	"34001"	72	275604	26.1
	"Bergen County, NJ"	"34003"	79	919694	8.6
	"Burlington County, NJ"	"34005"	77	451226	17.1
	"Camden County, NJ"	"34007"	129	512906	25.2
	"Cape May County, NJ"	"34009"	26	96460	27.0
	"Cumberland County, NJ"	"34011"	26	157071	16.6
	"Essex County, NJ"	"34013"	97	787579	12.3
	"Gloucester County, NJ"	"34015"	76	290094	26.2
	"Hudson County, NJ"	"34017"	71	657113	10.8
	"Mercer County, NJ"	"34021"	36	370087	9.7
	"Middlesex County, NJ"	"34023"	100	823670	12.1
	"Monmouth County, NJ"	"34025"	95	628782	15.1
	"Morris County, NJ"	"34027"	55	497310	11.1
	"Ocean County, NJ"	"34029"	121	580682	20.8
	"Passaic County, NJ"	"34031"	51	505101	10.1
	"Salem County, NJ"	"34033"	10	65627	15.2 (Unreliable)
	"Somerset County, NJ"	"34035"	23	328580	7.0
	"Sussex County, NJ"	"34037"	20	147033	13.6
	"Union County, NJ"	"34039"	39	544465	7.2
	"Warren County, NJ"	"34041"	12	107635	11.1 (Unreliable)
	"Bernalillo County, NM"	"35001"	194	672685	28.8
	"Chaves County, NM"	"35005"	12	65705	18.3 (Unreliable)
	"Dona Ana County, NM"	"35013"	38	214162	17.7
	"Eddy County, NM"	"35015"	10	54424	18.4 (Unreliable)
	"Otero County, NM"	"35035"	15	66016	22.7 (Unreliable)
	"Rio Arriba County, NM"	"35039"	32	40254	79.5
	"Sandoval County, NM"	"35043"	24	135383	17.7
	"San Juan County, NM"	"35045"	28	128331	21.8
	"San Miguel County, NM"	"35047"	12	29026	41.3 (Unreliable)
	"Santa Fe County, NM"	"35049"	38	146157	26.0
	"Taos County, NM"	"35055"	14	32817	42.7 (Unreliable)
	"Valencia County, NM"	"35061"	13	76639	17.0 (Unreliable)
	"Albany County, NY"	"36001"	27	306384	8.8
	"Bronx County, NY"	"36005"	165	1414774	11.7
	"Broome County, NY"	"36007"	21	198916	10.6
	"Cattaraugus County, NY"	"36009"	10	79365	12.6 (Unreliable)
	"Chautauqua County, NY"	"36013"	12	133438	9.0 (Unreliable)
	"Chemung County, NY"	"36015"	19	89264	21.3 (Unreliable)
	"Dutchess County, NY"	"36027"	58	297213	19.5
	"Erie County, NY"	"36029"	92	920792	10.0
	"Franklin County, NY"	"36033"	10	51788	19.3 (Unreliable)
	"Greene County, NY"	"36039"	11	48711	22.6 (Unreliable)
	"Jefferson County, NY"	"36045"	13	120730	10.8 (Unreliable)
	"Kings County, NY"	"36047"	206	2572282	8.0
	"Livingston County, NY"	"36051"	10	64854	15.4 (Unreliable)
	"Monroe County, NY"	"36055"	81	748947	10.8
	"Nassau County, NY"	"36059"	158	1350748	11.7
	"New York County, NY"	"36061"	187	1625121	11.5
	"Niagara County, NY"	"36063"	34	214841	15.8
	"Oneida County, NY"	"36065"	17	234061	7.3 (Unreliable)
	"Onondaga County, NY"	"36067"	60	467712	12.8
	"Orange County, NY"	"36071"	52	374100	13.9
	"Oswego County, NY"	"36075"	16	121551	13.2 (Unreliable)
	"Putnam County, NY"	"36079"	16	99717	16.0 (Unreliable)
	"Queens County, NY"	"36081"	133	2278024	5.8
	"Rensselaer County, NY"	"36083"	16	159669	10.0 (Unreliable)
	"Richmond County, NY"	"36085"	87	470978	18.5
	"Rockland County, NY"	"36087"	21	317763	6.6
	"Saratoga County, NY"	"36091"	11	222553	4.9 (Unreliable)
	"Schenectady County, NY"	"36093"	10	154945	6.5 (Unreliable)
	"Suffolk County, NY"	"36103"	288	1499382	19.2
	"Sullivan County, NY"	"36105"	14	76952	18.2 (Unreliable)
	"Tompkins County, NY"	"36109"	14	103135	13.6 (Unreliable)
	"Ulster County, NY"	"36111"	23	181811	12.7
	"Westchester County, NY"	"36119"	95	961073	9.9
	"Alamance County, NC"	"37001"	22	153659	14.3
	"Brunswick County, NC"	"37019"	34	112163	30.3
	"Buncombe County, NC"	"37021"	30	244188	12.3
	"Burke County, NC"	"37023"	25	89901	27.8
	"Cabarrus County, NC"	"37025"	21	184290	11.4
	"Caldwell County, NC"	"37027"	15	81979	18.3 (Unreliable)
